1,1,500,1,1,314,sub143,pub1,26,2207,14722,16955
1,1,500,1,1,314,sub414,pub1,26,2372,14337,16735
1,1,500,1,1,314,sub273,pub1,26,2324,14685,17035
1,1,500,1,1,314,sub235,pub1,26,2373,14415,16814
1,1,500,1,1,314,sub192,pub1,26,714,14795,15535
1,1,500,1,1,314,sub419,pub1,26,2297,14833,17156
1,1,500,1,1,314,sub124,pub1,26,2268,14902,17196
1,1,500,1,1,314,sub430,pub1,26,2316,14894,17236
1,1,500,1,1,314,sub406,pub1,26,2309,14941,17276
1,1,500,1,1,314,sub461,pub1,26,2273,15017,17316
1,1,500,1,1,314,sub390,pub1,26,2370,14703,17099
1,1,500,1,1,314,sub171,pub1,26,2327,15043,17396
1,1,500,1,1,314,sub351,pub1,26,2197,15213,17436
1,1,500,1,1,314,sub255,pub1,26,2302,15147,17475
1,1,500,1,1,314,sub173,pub1,26,2289,15201,17516
1,1,500,1,1,314,sub492,pub1,26,2287,15243,17556
1,1,500,1,1,314,sub266,pub1,26,766,15309,16101
1,1,500,1,1,314,sub257,pub1,26,2371,14983,17380
1,1,500,1,1,314,sub481,pub1,26,2202,15448,17676
1,1,500,1,1,314,sub301,pub1,26,2210,15480,17716
1,1,500,1,1,314,sub276,pub1,26,2200,15530,17756
1,1,500,1,1,314,sub224,pub1,26,2206,15565,17797
1,1,500,1,1,314,sub472,pub1,26,646,15617,16289
1,1,500,1,1,314,sub274,pub1,26,2200,15650,17876
1,1,500,1,1,314,sub378,pub1,26,2376,15252,17654
1,1,500,1,1,314,sub299,pub1,26,2194,15735,17955
1,1,500,1,1,314,sub435,pub1,26,2372,15339,17737
1,1,500,1,1,314,sub456,pub1,26,641,15818,16485
1,1,500,1,1,314,sub237,pub1,26,2490,15320,17836
1,1,500,1,1,314,sub335,pub1,26,2487,15358,17871
1,1,500,1,1,314,sub84,pub1,26,2420,15396,17842
1,1,500,1,1,314,sub317,pub1,26,763,21436,22225
1,1,500,1,1,314,sub288,pub1,26,2258,21476,23760
1,1,500,1,1,314,sub499,pub1,26,715,21519,22260
1,1,500,1,1,314,sub370,pub1,26,690,21559,22275
1,1,500,1,1,314,sub259,pub1,26,676,21600,22302
1,1,500,1,1,314,sub210,pub1,26,2253,21641,23920
1,1,500,1,1,314,sub496,pub1,26,2249,21685,23960
1,1,500,1,1,314,sub413,pub1,26,2374,21364,23764
1,1,500,1,1,314,sub121,pub1,26,2249,21765,24040
1,1,500,1,1,314,sub61,pub1,26,2259,21795,24080
1,1,500,1,1,314,sub463,pub1,26,670,21848,22544
1,1,500,1,1,314,sub379,pub1,26,2371,21522,23919
1,1,500,1,1,314,sub239,pub1,26,2245,21928,24199
1,1,500,1,1,314,sub26,pub1,26,2256,21958,24240
1,1,500,1,1,314,sub103,pub1,26,2242,22012,24280
1,1,500,1,1,314,sub416,pub1,26,2366,21681,24073
1,1,500,1,1,314,sub78,pub1,26,2239,22095,24360
1,1,500,1,1,314,sub328,pub1,26,2254,22120,24400
1,1,500,1,1,314,sub227,pub1,26,2237,22177,24440
1,1,500,1,1,314,sub262,pub1,26,2367,21839,24232
1,1,500,1,1,314,sub219,pub1,26,746,22260,23032
1,1,500,1,1,314,sub374,pub1,26,2252,22282,24560
1,1,500,1,1,314,sub280,pub1,26,742,22340,23108
1,1,500,1,1,314,sub205,pub1,26,2367,21998,24391
1,1,500,1,1,314,sub452,pub1,26,718,22421,23165
1,1,500,1,1,314,sub122,pub1,26,2247,22448,24721
1,1,500,1,1,314,sub493,pub1,26,726,22501,23253
1,1,500,1,1,314,sub55,pub1,26,2368,22156,24550
1,1,500,1,1,314,sub275,pub1,26,2214,22587,24827
1,1,500,1,1,314,sub128,pub1,26,2243,22611,24880
1,1,500,1,1,314,sub443,pub1,26,2218,22667,24911
1,1,500,1,1,314,sub417,pub1,26,2241,22693,24960
1,1,500,1,1,314,sub287,pub1,26,2210,22748,24984
1,1,500,1,1,314,sub162,pub1,26,2238,22778,25042
1,1,500,1,1,314,sub33,pub1,26,2222,22832,25080
1,1,500,1,1,314,sub489,pub1,26,2236,22858,25120
1,1,500,1,1,314,sub377,pub1,26,2205,22910,25141
1,1,500,1,1,314,sub409,pub1,26,2369,22554,24949
1,1,500,1,1,314,sub298,pub1,26,2220,22994,25240
1,1,500,1,1,314,sub418,pub1,26,2369,22633,25028
1,1,500,1,1,314,sub21,pub1,26,2216,23078,25320
1,1,500,1,1,314,sub442,pub1,26,2233,23101,25360
1,1,500,1,1,314,sub141,pub1,26,2230,23144,25400
1,1,500,1,1,314,sub423,pub1,26,2228,23186,25440
1,1,500,1,1,314,sub196,pub1,26,2369,22831,25226
1,1,500,1,1,314,sub354,pub1,26,2225,23269,25520
1,1,500,1,1,314,sub154,pub1,26,2370,22909,25305
1,1,500,1,1,314,sub245,pub1,26,2223,23351,25600
1,1,500,1,1,314,sub293,pub1,26,2221,23394,25641
1,1,500,1,1,314,sub303,pub1,26,2218,23436,25680
1,1,500,1,1,314,sub431,pub1,26,2216,23478,25720
1,1,500,1,1,314,sub494,pub1,26,2378,23093,25497
1,1,500,1,1,314,sub174,pub1,26,2381,23128,25535
1,1,500,1,1,314,sub226,pub1,26,2382,23167,25575
1,1,500,1,1,314,sub139,pub1,26,2385,23201,25612
1,1,500,1,1,314,sub118,pub1,26,2385,23239,25650
1,1,500,1,1,314,sub183,pub1,26,2519,23278,25823
1,1,500,1,1,314,sub159,pub1,26,2378,23333,25737
1,1,500,1,1,314,sub321,pub1,26,2380,23371,25777
1,1,500,1,1,314,sub3,pub1,26,2380,23410,25816
1,1,500,1,1,314,sub344,pub1,26,2381,23448,25855
1,1,500,1,1,314,sub365,pub1,26,2382,23487,25895
1,1,500,1,1,314,sub446,pub1,26,2383,23525,25934
1,1,500,1,1,314,sub8,pub1,26,2383,23564,25973
1,1,500,1,1,314,sub70,pub1,26,2384,23602,26012
1,1,500,1,1,314,sub329,pub1,26,2384,23641,26051
1,1,500,1,1,314,sub184,pub1,26,2576,23677,26279
1,1,500,1,1,314,sub29,pub1,26,2575,23716,26317
1,1,500,1,1,314,sub271,pub1,26,2574,23754,26354
1,1,500,1,1,314,sub270,pub1,26,2574,23793,26393
1,1,500,1,1,314,sub402,pub1,26,2573,23831,26430
1,1,500,1,1,314,sub60,pub1,26,2573,23869,26468
1,1,500,1,1,314,sub297,pub1,26,2572,23908,26506
1,1,500,1,1,314,sub74,pub1,26,2566,23946,26538
1,1,500,1,1,314,sub137,pub1,26,2566,23984,26576
1,1,500,1,1,314,sub355,pub1,26,2565,24022,26613
1,1,500,1,1,314,sub172,pub1,26,2563,24052,26641
1,1,500,1,1,314,sub400,pub1,26,2561,24083,26670
1,1,500,1,1,314,sub169,pub1,26,2557,33855,36438
1,1,500,1,1,314,sub19,pub1,26,2560,33906,36492
1,1,500,1,1,314,sub404,pub1,26,2559,33940,36525
1,1,500,1,1,314,sub248,pub1,26,2559,33984,36569
1,1,500,1,1,314,sub313,pub1,26,2559,34022,36607
1,1,500,1,1,314,sub92,pub1,26,2558,34057,36641
1,1,500,1,1,314,sub395,pub1,26,2558,34098,36682
1,1,500,1,1,314,sub272,pub1,26,2557,34133,36716
1,1,500,1,1,314,sub49,pub1,26,2562,34189,36777
1,1,500,1,1,314,sub277,pub1,26,2562,34232,36820
1,1,500,1,1,314,sub468,pub1,26,2563,34274,36863
1,1,500,1,1,314,sub439,pub1,26,2562,34311,36899
